username,location,text,created_at
IncMonocle,"England, United Kingdom",One of my favourite recent shots. Here we see @MichelBarnier talking to the assembled press as the UK finally moves… https://t.co/MH4dh2t89H,2020-02-05
KPolykentro,Αθήνα,"RT @The_TUC: Solidarity starts with us.

During times of uncertainty, when change is happening all around, you can rely on your union. 

Jo…",2020-02-05
LucyRottweilerW,Derbyshire,Finally getting around to sharing some piccies from #BrexitDay 31.01.2020 (a) more to follow!! https://t.co/2sxJvcMv3j,2020-02-05
iiwardy1,,RT @LucyRottweilerW: Not even British love. Move along nutcase 😂😂😂 #BrexitDay happened deal with it we will never allow us to rejoin... the…,2020-02-05
BobMoor33020935,"Bexley, London",RT @LucyRottweilerW: Not even British love. Move along nutcase 😂😂😂 #BrexitDay happened deal with it we will never allow us to rejoin... the…,2020-02-05
VictorSproule,,"RT @AussieNickAU: It’s never too soon to watch this celebration of pure joy and patriotic victory again! 😎😂💪🏻🇬🇧 🥳 

Looks like more than hu…",2020-02-05
Tbar24793830,Ankh Morpork - Devon UK,RT @RobLangley_UK: The moment we left the EU #BrexitDay https://t.co/KFwZenlQsG,2020-02-05
LucyRottweilerW,Derbyshire,Not even British love. Move along nutcase 😂😂😂 #BrexitDay happened deal with it we will never allow us to rejoin...… https://t.co/7IHO8CnL5w,2020-02-05
BlackCheesebur1,West Burgershire,"RT @WeAreTheMU: We may be leaving the EU today. But the fight to protect musicians #workingintheEU is far from over.

Sign the petition for…",2020-02-05
im72eman,"California, USA","RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
inkstickmedia,United States,#BrexitDay - what does it mean for a nation that never fully bought in? The UK has much to learn from their past bu… https://t.co/YoBs5Lb7ub,2020-02-05
JanWildman,Hampshire,"RT @lpoolcouncil: On #BrexitDay, @mayor_anderson reflects upon the opportunities being in the EU has given us.

""We are a a cosmopolitan, o…",2020-02-05
MGrounddog,,"RT @Janice4Brexit: For over 20yrs I’ve campaigned for Brexit, both as a Tory PPC and as an MEP. 

My work is done. 

Twitter name janice4br…",2020-02-05
Stephen46682859,,Could we offer Scotland and Gibraltar to the EU in exchange for Tenerife. #BrexitDay,2020-02-05
ldnintpost,"London, UK",We at The London International Post was in #ParliamentSquare for #BrexitDay. https://t.co/JYAt1cSbOQ,2020-02-05
sunshinemom74,"San Diego, CA","RT @Janice4Brexit: For over 20yrs I’ve campaigned for Brexit, both as a Tory PPC and as an MEP. 

My work is done. 

Twitter name janice4br…",2020-02-05
FluffiesR,,"RT @AussieNickAU: It’s never too soon to watch this celebration of pure joy and patriotic victory again! 😎😂💪🏻🇬🇧 🥳 

Looks like more than hu…",2020-02-05
johncarlisle5,"East Midlands, England","RT @BanTheBBC: BBC reporting on #BrexitDay Celebrations: “Hundreds gathered in Parliament Square”

#FakeNews 

The pro-EU BBC have been opp…",2020-02-05
LJNor,"British Columbia, Canada",RT @deAdder: Cartoon for @TorontoStar #BrexitDay #Brexit50p #Brexiteers #BrexitShambles https://t.co/tANe3Wijvm,2020-02-05
aberdistillery,North Wales,RT @northwaleslive: 'We can't ignore the fact that Brexit is going to have a major impact on North Wales businesses' #northwales #northwale…,2020-02-05
Toby_Metcalf,"Natick, MA","Such brilliance from @JonathanPieNews #BrexitDay #politics #Satire #truth 
https://t.co/7thDIIthJy",2020-02-05
jaco199601,,"RT @Janice4Brexit: For over 20yrs I’ve campaigned for Brexit, both as a Tory PPC and as an MEP. 

My work is done. 

Twitter name janice4br…",2020-02-05
LoveEU47079136,Europe,RT @1minute40media: 1 Minute 40 Media were in position and ready for the series of live transmission on Brexit for the Finnish broadcasting…,2020-02-05
LoveEU47079136,Europe,RT @BossyCowgurl84: America and Britain Unite! Britons Celebrate Brexit and the UK’s Relatio... https://t.co/WuNTWHncfR via @YouTube #Brexi…,2020-02-05
LoveEU47079136,Europe,RT @Eixilu: NOOOOO DONT TAKE MY IKEA AWAY YOU SLAGSSSSSS !!!!! #BrexitDay #brexit,2020-02-05
thecornerdoteu,Global,"#BrexitDay took effect last week. Using history as a guide, negotiating now #tradedeal in 11 months seems a very am… https://t.co/c5Mab3aN2c",2020-02-05
LoveEU47079136,Europe,RT @MarcusVegetable: seeing #PMQs i just have 1 #question so do u like dat #BorisJohnson and do u think guys in #Britain can only afford da…,2020-02-05
GonDor5,,"RT @Janice4Brexit: For over 20yrs I’ve campaigned for Brexit, both as a Tory PPC and as an MEP. 

My work is done. 

Twitter name janice4br…",2020-02-05
nxuser,CO,"RT @Janice4Brexit: For over 20yrs I’ve campaigned for Brexit, both as a Tory PPC and as an MEP. 

My work is done. 

Twitter name janice4br…",2020-02-05
1minute40media,,1 Minute 40 Media were in position and ready for the series of live transmission on Brexit for the Finnish broadcas… https://t.co/VKoAjcDe1n,2020-02-05
margwildbird,"Bolton, England","RT @AussieNickAU: It’s never too soon to watch this celebration of pure joy and patriotic victory again! 😎😂💪🏻🇬🇧 🥳 

Looks like more than hu…",2020-02-05
TAMARARUKE,,"RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
fEQbhFBWHFrHJ3b,,"RT @Janice4Brexit: For over 20yrs I’ve campaigned for Brexit, both as a Tory PPC and as an MEP. 

My work is done. 

Twitter name janice4br…",2020-02-05
AlajosVida,"Székesfehérvár, Hungary","RT @Janice4Brexit: For over 20yrs I’ve campaigned for Brexit, both as a Tory PPC and as an MEP. 

My work is done. 

Twitter name janice4br…",2020-02-05
V_of_Europe,,"RT @Janice4Brexit: For over 20yrs I’ve campaigned for Brexit, both as a Tory PPC and as an MEP. 

My work is done. 

Twitter name janice4br…",2020-02-05
BCKNBLK1,"Nebraska, USA","RT @AussieNickAU: It’s never too soon to watch this celebration of pure joy and patriotic victory again! 😎😂💪🏻🇬🇧 🥳 

Looks like more than hu…",2020-02-05
BossyCowgurl84,,America and Britain Unite! Britons Celebrate Brexit and the UK’s Relatio... https://t.co/WuNTWHncfR via @YouTube… https://t.co/77UZVCcmTW,2020-02-05
Eixilu,,NOOOOO DONT TAKE MY IKEA AWAY YOU SLAGSSSSSS !!!!! #BrexitDay #brexit,2020-02-05
MarcusVegetable,world,seeing #PMQs i just have 1 #question so do u like dat #BorisJohnson and do u think guys in #Britain can only afford… https://t.co/fuWdHfFRNs,2020-02-05
Shamrocksmollye,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
johnjames_1993,🕳️ BritishIndependance 🕳️,"RT @AussieNickAU: It’s never too soon to watch this celebration of pure joy and patriotic victory again! 😎😂💪🏻🇬🇧 🥳 

Looks like more than hu…",2020-02-05
Fabiana28V,,"RT @en_germany: #January31: These are the latest #news from #Germany for you! #NewsDE
❗🆕🇩🇪👉 https://t.co/139sYAbLNp

#Brexit #Britain #EU #…",2020-02-05
AIthemarAms,,RT @lboroCRCC: At @lborolondon on #BrexitDay to revisit the #GE2019 campaigns from a media and polling perspective. @DNDeacon gives an over…,2020-02-05
IndieGameGuys,IndieGameGuysPromo@gmail.com,"RT @barrystantonGBP: under evropian eunion:
groomin gangs 
imgrints 
mosk on every corner 
sermali pirate 
grime
homersexual pride year rou…",2020-02-05
BigGuy3U,,"RT @barrystantonGBP: under evropian eunion:
groomin gangs 
imgrints 
mosk on every corner 
sermali pirate 
grime
homersexual pride year rou…",2020-02-05
Gabriel_Barn,"Oxford, England","RT @GroupBrennan: The Brennan Group, and the Brennan Group without its EU members. Sad glimpse into a future bereft of friends, colleagues,…",2020-02-05
joa_becker,,"RT @Tommoriarty16: #brexit is not the will of the people. It is the conditioning of the people to believe it is their will.  

#BrexitReali…",2020-02-05
PensezFrexit,"Châteaulin, France",RT @CH_Gallois: @brexitparty_uk @LeaveMnsLeave @BrexitAlex It has been an honour and a real pleasure to be invited by my friends from @brex…,2020-02-05
kimcbog,Norfolk,"RT @ConservativeAWF: A very big day for our country #BrexitDay Now we are leaving the EU - end the misery in live animal exports, ban cruel…",2020-02-05
gmgd1971,Great Britain.,"RT @rebeccabutlerm2: To all fellow Brits, this is a day to celebrate. With special thanks to 17.4m and the ⁦@Telegraph⁩ who kept the battle…",2020-02-05
owenblacker,"London, European Union","RT @jneill: Just seen this via @guardian on #BrexitDay

#BollocksToBrexit ‼️🤣 https://t.co/C00CHzolTN",2020-02-05
s9tmt,manchester,"RT @France24_en: #BREXITDAY 

As Britain prepares to leave the EU today, UK PM #BorisJohnson hails Brexit as a ""new beginning"" as it prepar…",2020-02-05
brexit_jean,,@mattzarb In all the excitement I forgot to tweet this on #BrexitDay https://t.co/uZmY0xW7xe,2020-02-05
KevinBa30400123,,RT @Jon_Chalk1: Brighton are not pissing about #BrexitDay https://t.co/82BmHu1fNm,2020-02-05
D_1Perth,Australia,"RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
jowefk_tw,,"RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
LoveEU47079136,Europe,RT @EdjQuoteFinder: Here's one of the trending hashtags among MEPs tweeting in French this week: #BrexitDay. Find out more at https://t.co/…,2020-02-05
anildevangana,,"RT @Visakhvpanicker: Britain leaves the European Union at 11pm this evening. 

The Union Jack is removed from the European Council building…",2020-02-05
Patrici46842233,Babylon,RT @Nick_The_Pasty: Just wanted to wish @DeborahMeaden @HackedOffHugh #LilyAllen @Femi_Sorry #SteveCoogan @jeremycorbyn @joswinson @Carolin…,2020-02-05
EdjQuoteFinder,Europe,Here's one of the trending hashtags among MEPs tweeting in French this week: #BrexitDay. Find out more at… https://t.co/8T31zTDh6w,2020-02-05
StewartLucas10,"Liverpool, England",RT @Evershite: If anyone needs advice on  #Brexit Everton will show you the quickest way out of Europe. Usually 3 games and their done #Bre…,2020-02-05
Joanna78891895,Down under,"RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
AussieNickAU,,"It’s never too soon to watch this celebration of pure joy and patriotic victory again! 😎😂💪🏻🇬🇧 🥳 

Looks like more t… https://t.co/pRR1WeeOWy",2020-02-05
AJSSocialMedia,"#Barnsley, #SouthYorkshire",RT @Suren_Thiru: Last live of the day via ⁦@BBCBusiness⁩ talking #BrexitDay at ⁦@Originbifolds⁩ https://t.co/4HABORhaW7,2020-02-05
deeplyclassical,"Manchester, England",#BeethovenIdyssey Without #Brexit I'd never have discovered Walter Goehr's Beethoven while scouring @YouTube for vi… https://t.co/t1IH2W966w,2020-02-05
CabezaLargos,,RT @deAdder: Cartoon for @TorontoStar #BrexitDay #Brexit50p #Brexiteers #BrexitShambles https://t.co/tANe3Wijvm,2020-02-05
scarletstarla,Germany,"RT @SimoneSchnall: I’m a social psychologist interested in how people decide what’s right and wrong, and why we often disagree so strongly.…",2020-02-05
CloreLeadership,United Kingdom,"RT @GovernCulture: #Trustees and chairs - with #Brexit nearly upon us, we anticipate new change and challenges ahead.

How prepared are you…",2020-02-05
Drake_Music,"London, Bristol, Manchester","RT @GovernCulture: #Trustees and chairs - with #Brexit nearly upon us, we anticipate new change and challenges ahead.

How prepared are you…",2020-02-05
nananeya,Brexshit Britain.,"RT @PaulRigbywrites: “Wait . . . Leave means Leave?”

#BrexitDay #NotMyBrexit https://t.co/M2cSwITzKq",2020-02-05
shirley738213,,"RT @BrexitKite: More than just a couple of hundred then!

We were in the middle and hadn’t appreciated how many had joined in the last hour…",2020-02-05
ULTRA_SPATIAL,,"RT @BrexitLondon: #BrexitDay: The BBC said ""hundreds"" were there. It was thousands. I was there. The BBC refused to cover live the speeches…",2020-02-05
jimedinburgh,,"RT @lisab7us: I didn’t think I’d feel as sad as I actually do today. I’m quarter British, quarter Italian and half Dutch. I didn’t grow up…",2020-02-05
squaire67_d,,"RT @hudson_chatbots: #BrexitDay was set in motion witha vote 1,317 days ago. Here's a look at what the #EU stands to lose when the transiti…",2020-02-05
soxgnasher,Hackney London,RT @Jon_Chalk1: Brighton are not pissing about #BrexitDay https://t.co/82BmHu1fNm,2020-02-05
EuroMoveOs,"Oswestry, Europe","Anger as API Foils, Livingston's second-oldest factory, shuts with no warning on #BrexitDay! https://t.co/2njU4gxNSO",2020-02-05
LoveEU47079136,Europe,"RT @Betweenyoume3: Since #BrexitDay  our post arrives earlier!
The postie has a smile, even the sun in #Suffolk is out.
All is good.
That m…",2020-02-05
KimBeck67240638, Georgia,RT @JamesKammin: I just watched Nigel Farage's speech to the EU council and it was fabulous as he said farewell to that undemocratic conglo…,2020-02-05
sambo60s,"Sittingbourne, England","RT @BrexitKite: More than just a couple of hundred then!

We were in the middle and hadn’t appreciated how many had joined in the last hour…",2020-02-05
PauljePaul,,"RT @BrexitKite: More than just a couple of hundred then!

We were in the middle and hadn’t appreciated how many had joined in the last hour…",2020-02-05
YourGirlTiwa,"London, Lagos, Cambridge","RT @skygillian: @EddieNestorMBE Sa Ka Fete, my Dominican brother. Great interview with my daughter @YourGirlTiwa from Brussels on #BrexitDay",2020-02-05
Michael45533996,,RT @M0nk33y: I wish people would stop retweeting this coin. It is causing the remoaners to get really upset 🤣 🤣 🤣 #brexitcoin #BrexitDay #R…,2020-02-05
Betweenyoume3,Planet Earth,"Since #BrexitDay  our post arrives earlier!
The postie has a smile, even the sun in #Suffolk is out.
All is good.
T… https://t.co/8We5OFHpjV",2020-02-05
BrexitKite,"England, United Kingdom","RT @BrexitKite: More than just a couple of hundred then!

We were in the middle and hadn’t appreciated how many had joined in the last hour…",2020-02-05
CVM1776,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
skygillian,United Kingdom,"@EddieNestorMBE Sa Ka Fete, my Dominican brother. Great interview with my daughter @YourGirlTiwa from Brussels on #BrexitDay",2020-02-05
deuchhakar,"London, England","RT @CarolineLucas: Like many I’m feeling such sadness today

But endings are also beginnings

Struggle for greener more compassionate futur…",2020-02-05
ldnewbie1974,"Norfolk, UK, Europe","RT @ScramNews: “Give me one word to describe Nigel Farage...”

We asked people in Brussels to give their thoughts about Brexit, and they di…",2020-02-05
GillJames54,"England, United Kingdom",RT @jamesdeeganMC: Hopefully we won’t have to suffer any more of this lots childish behaviour. They can all return to their previous hobbie…,2020-02-05
Philpaulbert,UK,"RT @ScramNews: “Give me one word to describe Nigel Farage...”

We asked people in Brussels to give their thoughts about Brexit, and they di…",2020-02-05
wilcox_ps,university of Brighton England,"RT @BestForBritain: Ian Dunt explains just-in-time supply chains and how Brexit is going to ""slow-drain the blood supply"" in our economy.…",2020-02-05
CatherineWoolie,,RT @PWMartin_Leith: I won't be the only SNP membership secretary today who's seen yet another surge in branch numbers following Fridays #Br…,2020-02-05
ChrisCull55,,RT @London4Britain: Video from #BrexitDay! https://t.co/Ey4ycINUKf,2020-02-05
BoltRepublic,"Bolton, England","RT @RepublicPartyUK: As we prepare to leave the EU and enter a new chapter, we must now develop our self sustainability in order to prosper…",2020-02-05
hughesmarklive1,"Portadown, Northern Ireland",RT @London4Britain: London #ForBritain on #BrexitDay! https://t.co/Pra6xLVBfM,2020-02-05
hughesmarklive1,"Portadown, Northern Ireland",RT @London4Britain: Video from #BrexitDay! https://t.co/Ey4ycINUKf,2020-02-05
Pravsw,Mumbai,"RT @Tickermarket: Finally, today is #BrexitDay , #India is among 18 cities across 13 countries to be part of a #UK trade campaign from Satu…",2020-02-05
WAFEFTV,WORLD TELEVISION FOLLOWBACKHN,"RT @WAFEFTV: WATCH #WAFEF*S NEW VIDEO ...
EMOTIONAL FINAL #EU #BREXIT TRIBUTE
#BREXITDAY 31 JANUARY 2020

#FREEDOM #PROSPERITY #FORWARD
#BR…",2020-02-05
colz261,,RT @PWMartin_Leith: I won't be the only SNP membership secretary today who's seen yet another surge in branch numbers following Fridays #Br…,2020-02-05
LILAMilano,via C. Maderno 4- 20136 Milano,"RT @EATGx: As the #EU and #UK negotiate relations, we expect them to ensure strong collaboration in the area of public health and addressin…",2020-02-05
FB_Committee,UK,RT @London4Britain: Video from #BrexitDay! https://t.co/Ey4ycINUKf,2020-02-05
FB_Committee,UK,RT @London4Britain: London #ForBritain on #BrexitDay! https://t.co/Pra6xLVBfM,2020-02-05
heatherwhite48,"Oxford, England","RT @WeAreTheMU: We may be leaving the EU today. But the fight to protect musicians #workingintheEU is far from over.

Sign the petition for…",2020-02-05
Diaspora4Gz,Deutschland,"RT @AmbaClinton: #BR_EXIT #BrexitDay

Simple. Civil. Not a Single Gun Shot. Just two lone individuals. As Great Britain Bows Out Of The Eur…",2020-02-05
gas2green,"Preston, UK","@emmyzen @Cedar50 That'll be a good home for the £350 million a week from #LiarJohnson""s #Brexit promises then.
I'm… https://t.co/WfO5Nyziqw",2020-02-05
MikeCor49,,RT @Philsloers: The man who created 500 tonnes of shit and came out clean the other side. #DavidCameron #thick #BrexitDay https://t.co/W7cG…,2020-02-05
Ianmac611,Edinburgh,RT @PWMartin_Leith: I won't be the only SNP membership secretary today who's seen yet another surge in branch numbers following Fridays #Br…,2020-02-05
simonmp68,Thornaby North Yorkshire,"RT @PaulOnBooks: So this is #BrexitDay and what have we won?

Blue passports made in Poland by a French company

Local fish for local peopl…",2020-02-05
jj6929,Cheshire,Arch Remoaner Gina Miller Admits Defeat On #BrexitDay &amp; Leaves Sky News ... https://t.co/qNbzzyOyt6 via @YouTube,2020-02-05
nowickka,"Firenze, Toscana","RT @mcneilwillson: #BrexitDay and the British flag is flying its last at the @EuropeanUni.

The UK Govt. has decided to no longer be a Cont…",2020-02-05
olivergarner7,,"RT @mcneilwillson: #BrexitDay and the British flag is flying its last at the @EuropeanUni.

The UK Govt. has decided to no longer be a Cont…",2020-02-05
adrien_sv,France,"RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
tangoromeo1,Brighton,RT @Jon_Chalk1: Brighton are not pissing about #BrexitDay https://t.co/82BmHu1fNm,2020-02-05
greenhurst,,"RT @davidschneider: A #BrexitDay reminder:

Days since referendum: 1316
Prime Ministers: 3
Cost of Brexit so far: £130bn
Promises broken: t…",2020-02-05
GraemebrettWil1,,"RT @LSEEcon: In a personal essay, @johnvanreenen reflects both on the emotional colouring of #BrexitDay, and on the economic costs implied…",2020-02-05
MavAvery,Sussex,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
Marmope2,,"Brexit? Prophet Elvis is so accurate?#NotMyBrexit #ProphetElvisMbonye
https://t.co/nbVjTHUS65
#BrexitDay… https://t.co/LxLwoL8T9o",2020-02-05
robaltoft94,"England, United Kingdom","RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
AndySavory,york uk,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
tobyhol92116276,United Kingdom,RT @RobLangley_UK: The moment we left the EU #BrexitDay https://t.co/KFwZenlQsG,2020-02-05
Ruth0762,"Linlithgow, Scotland","RT @davidschneider: A #BrexitDay reminder:

Days since referendum: 1316
Prime Ministers: 3
Cost of Brexit so far: £130bn
Promises broken: t…",2020-02-05
davieboy1963,Scotland.,@murdo_fraser @ScotParl It's our money.#BrexitDay 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/HSoo22Dlmy,2020-02-05
LSEpoliticsblog,London,"RT @LSEEcon: In a personal essay, @johnvanreenen reflects both on the emotional colouring of #BrexitDay, and on the economic costs implied…",2020-02-05
_ConnorPayne,"South West, England","RT @BBCPolitics: What are young people talking about on #BrexitDay?
 
Here's 100 voice notes about leaving the EU from #TheNextEpisode podc…",2020-02-05
freidablancha12,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Elan51,,"RT @UKDemockery: Solidarity with the Boris Johnson fans in Parliament Square tonight

We can't stand for Muslamic infidels putting down Ira…",2020-02-05
York_Highwayman,Australia,"RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
JSpanUK,Manchester,RT @cath_fletcher: Heads up #twitterstorians - advance notice of a PhD STUDENTSHIP for 2020 in early modern history appropriately enough fo…,2020-02-05
EmmaTurvey1,England ,"RT @JustInformU: Seems @youtube is not being forced to CENSOR #TommyRobinson since the #BrexitDay FREEDOM DAY!
Thanks @realDonaldTrump 
#Fr…",2020-02-05
JahanSaika,"Dhaka, Bangladesh",RT @CrypcoreDotCom: Those who think that the current crypto bull run is profitable should checkout Crypcore to see how they can earn more o…,2020-02-05
linsinchintar,"Queens, NY","RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Liquid_Hwite,World Wide Web,RT @Staff1530: #BrexitDay #Brexit #Polexit #wieszwiecej bretix 😁😂 https://t.co/sCOtAu4Mtn,2020-02-05
GortTheAvenger,Universe,"RT @GortTheAvenger: #BrexitDay +5 - Gorts Log

- David Lammy swears allegiance to the outlawed terrorist group, 'The Black Panthers'

- Fem…",2020-02-05
Howwee,London,"RT @obviousreally: @johnjames_1993 A truly #historic night with people from #England #Scotland #Wales and #NI
So glad I was there with all…",2020-02-05
oldtoonloon,London,"RT @Ash_Hirani: Message from my nine year old, #ShantiHirani.

Thank you @LeaveMnsLeave for having me on stage in #ParliamentSquare to sing…",2020-02-05
apostolos_kl,"Greece, Μediterranean, Ευρώπη",RT @apostolos_kl: #UK: Commercial Property Market 2019 #London #BrexitDay #RealEstate #Property #Rents #Investments #Retail #Shops #Hotels…,2020-02-05
wester_sou,,"RT @BardsOfWar: Bigger than you know.

The world is changing. 
Congratulations UK. You are finally tasting FREEDOM.

#BrexitDay. 
#WWG1WGA.…",2020-02-05
NIckMonaghan62,usually The Richard Cobden,RT @deAdder: Cartoon for @TorontoStar #BrexitDay #Brexit50p #Brexiteers #BrexitShambles https://t.co/tANe3Wijvm,2020-02-05
ngy91,日本,"RT @My_Metro: Fresh from backing a new train fleet for Metro, Cabinet ministers @grantshapps @SteveBarclay and Geoffrey Cox used the servic…",2020-02-05
JoePorterUK,"Endon, England","RT @JoePorterUK: It's #BrexitDay - the day our great nation finally breaks free, leaves the EU and becomes a sovereign, independent, global…",2020-02-05
JoePorterUK,"Endon, England",RT @JoePorterUK: We can now no longer blame Brussels. We are in full control of our own destiny. We are now a sovereign country once again.…,2020-02-05
JoePorterUK,"Endon, England","RT @JoePorterUK: In 2016 it was a great honour to be part of the Vote Leave campaign. Three and a half years later, I can't believe we've f…",2020-02-05
JoePorterUK,"Endon, England",RT @JoePorterUK: Proud to see the Union Flag flying outside Moorlands House @StaffMoorlandDC on #BrexitDay 🇬🇧 https://t.co/qEQOj0aWAC,2020-02-05
JoePorterUK,"Endon, England",RT @JoePorterUK: I decided in the end not to go any Brexit parties last night and to instead celebrate privately in a way which was respect…,2020-02-05
JoePorterUK,"Endon, England",RT @JoePorterUK: Our Prime Minister @BorisJohnson is now officially one of the greatest leaders we've ever had. Boris proved the doomsters…,2020-02-05
JoePorterUK,"Endon, England",RT @JoePorterUK: Celebrating #BrexitDay with my best of British Victoria sponge cake! 🇬🇧🍰🎉 https://t.co/cgcaBWG5VC,2020-02-05
JoePorterUK,"Endon, England","RT @JoePorterUK: 🗣️🎙️ Me &amp; my brother discussing our family Brexit differences on @bbc5live

""This has been a dividing issue for us as a fa…",2020-02-05
JamieBe21447073,"Doncaster, England","RT @GortTheAvenger: #BrexitDay +5 - Gorts Log

- David Lammy swears allegiance to the outlawed terrorist group, 'The Black Panthers'

- Fem…",2020-02-05
York_Highwayman,Australia,RT @USAmbUK: The countdown is on! The UK officially leaves the EU at 11pm tonight. My message to the United Kingdom is a simple one: you ha…,2020-02-05
GortTheAvenger,Universe,"#BrexitDay +5 - Gorts Log

- David Lammy swears allegiance to the outlawed terrorist group, 'The Black Panthers'

-… https://t.co/1sgfx9C12D",2020-02-05
jonashelseth,"Brussels, Belgium","RT @jonashelseth: Brussels 🇧🇪 will #LeaveALightOn 🕯️
#BrexitDay #BrexitEve #RejoinEU 🇪🇺 https://t.co/IF2mmFRSuD",2020-02-05
PennyHarvey2,Bollington,"RT @DoctorPete: Led by Donkeys are by far the most powerful part of the pro-European movement.
They literally 'Project Hope'.
For this reas…",2020-02-05
gilburtandpaul,Lewes UK,RT @deAdder: Cartoon for @TorontoStar #BrexitDay #Brexit50p #Brexiteers #BrexitShambles https://t.co/tANe3Wijvm,2020-02-05
LaughAtlantic,,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
gemandmoll,,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
RobOwen34769233,,RT @Jacqui_Wales: There was quite a crowd for #Frexit at the #BrexitParty tonight too. I saw a few getting interviewed by media. #BrexitDay…,2020-02-05
carldawkins10,,RT @mark4dewsbury: Hugely proud to have played my part in getting Brexit done. It was great to mark this historic occasion tonight with a f…,2020-02-05
carldawkins10,,"RT @SloughForEU: It's always about the war isn't it?
A Brexit party at Kettering's Rising Sun pub singing 80 year old WW2 song ""we'll meet…",2020-02-05
porgycorgy,,"RT @Adrian_Hilton: Happy #BrexitDay. Tonight Edward Fox and I shall be toasting our good friend, the late, great Jimmy Goldsmith, the found…",2020-02-05
MegLeeChin,"Soho, London, UK",RT @manick62: I'm really looking forward to having this conversation with writer/novelist and fellow @TheSDPUK member Jane Robins @alfresca…,2020-02-05
5Explorer,,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
johnvanreenen,"Cambridge, MA","RT @LSEEcon: In a personal essay, @johnvanreenen reflects both on the emotional colouring of #BrexitDay, and on the economic costs implied…",2020-02-05
fimetic,,RT @CH_Gallois: @brexitparty_uk @LeaveMnsLeave @BrexitAlex It has been an honour and a real pleasure to be invited by my friends from @brex…,2020-02-05
suegray834,London uk,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
bruno_packham,"Brighton, England",RT @AStrongerOZ: This just feels so epic. Britons gathering outside together waving the Union Jack celebrating their country’s long-awaited…,2020-02-05
TravelerHereCom,,"RT @brekkefletch: What Brexit will mean for travelers #BrexitDay
https://t.co/94gcb4bZ7F",2020-02-05
FigglesFigglet,uk,RT @Scarfolk: “The dawn of a new era...”#BrexitDay https://t.co/Ktvnnr9MvY,2020-02-05
billrobs,Newcastle England,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
BRS_Cornwall,Cornwall,"RT @GrowthProgramme: Did you know we have 84 live #EU funded projects across #Cornwall and some running until 2023? Supporting #business, #…",2020-02-05
Roger_1,Somerset,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
MilneCharlotte1,"Northwich, England","RT @theorphanmoon68: Apparently Remoaners were calling Brexiteers draped in union jack's in parliament Square on #BrexitDay "" Nazis""
Demons…",2020-02-05
NewEyesOnIt,United States,"RT @BardsOfWar: Bigger than you know.

The world is changing. 
Congratulations UK. You are finally tasting FREEDOM.

#BrexitDay. 
#WWG1WGA.",2020-02-05
TickityB,London,"RT @SloughForEU: It's always about the war isn't it?
A Brexit party at Kettering's Rising Sun pub singing 80 year old WW2 song ""we'll meet…",2020-02-05
