,username,source_freq_map
108,2368540076,{}
109,1274894250,"{'Twibble.io': 111, 'Twitter for iPhone': 89}"
110,24645354,{'Twitter Web App': 198}
111,18239795,"{'TweetDeck': 195, 'Twitter Web App': 5}"
112,169921388,"{'Twitter Web Client': 115, 'TweetDeck': 47, 'Twitter for iPhone': 15, 'Twitter for Android': 5}"
113,18735040,{'Salesforce - Social Studio': 200}
114,50567305,"{'Twitter Web Client': 143, 'Twitter Web App': 51}"
115,1541524698,{'Twitter for Android': 199}
116,299945621,{'Hootsuite Inc.': 200}
117,182069086,"{'Twitter for Android': 180, 'Hootsuite Inc.': 20}"
118,42208855,"{'Circleboom': 172, 'Buffer': 18, 'Twitter for iPhone': 8, 'Twitter Web App': 2}"
119,1623145514,"{'The Social Jukebox': 112, 'Twitter for Android': 77, 'Twitter Web Client': 11}"
120,2199226404,{'Twitter for Android': 101}
121,95540269,"{'Twitter for Android': 168, 'rt al hipnoph': 21, 'Twitter Web App': 10, 'IFTTT': 1}"
122,332598424,{'Twitter for Android': 199}
123,123309278,"{'Hootsuite Inc.': 161, 'Twitter Web App': 33, 'Twitter for iPhone': 6}"
124,2401624056,{'PubHub by BuzzFeed': 200}
125,241192205,"{'TweetDeck': 152, 'Twitter Media Studio': 18, 'Twitter for iPhone': 17, 'Periscope': 9, 'Twitter Web App': 2, 'Twitter for Android': 2}"
126,41926743,"{'GR_Feed': 161, 'Twitter Web App': 15, 'Twitter for iPhone': 14, 'TweetDeck': 10}"
127,18999809,"{'IFTTT': 169, 'TweetDeck': 16, 'Twitter Web App': 7, 'Twitter Media Studio': 5, 'LaterMedia': 3}"
128,16313592,"{'dlvr.it': 123, 'TweetDeck': 36, 'SocialNewsDesk': 21, 'Twitter Web App': 16, 'Twitter for iPhone': 4}"
129,16299627,"{'SocialNewsDesk': 152, 'Twitter Web App': 38, 'TweetDeck': 7, 'Anvato Live Cloud': 3}"
130,16083576,"{'SocialNewsDesk': 65, 'Twitter Web App': 60, 'TweetDeck': 58, 'Twitter Web Client': 17}"
131,978991024340131840,{'Twitter Web Client': 1}
132,20429858,"{'TweetDeck': 73, 'Twitter Web App': 66, 'Twitter for iPhone': 58, 'Twitter Media Studio': 3}"
133,17128975,"{'detikcommunity': 177, 'Twitter Media Studio': 15, 'TweetDeck': 5, 'Twitter Web App': 3}"
134,193093810,"{'Postcron App': 115, 'Fotolia.com': 41, 'Twitter for Android': 38, 'Twitter Web Client': 5, 'Google': 1}"
135,21037096,{'TweetDeck': 200}
136,229191436,"{'Caixa Economica Federal': 198, 'Twitter for Android': 2}"
137,92563198,"{'Buffer': 95, 'Twitter for iPhone': 74, 'Twitter Web App': 31}"
138,144804999,"{'Twitter Web App': 107, 'Hootsuite Inc.': 65, 'Twitter for Android': 21, 'Twitter for iPhone': 7}"
139,1863490824,{'twittbot.net': 200}
140,390557283,"{'Hootsuite Inc.': 164, 'TweetDeck': 20, 'Twitter for Android': 15, 'Twitter Media Studio': 1}"
141,570200255,"{'Twitter for Android': 165, 'Buffer': 35}"
142,14706902,"{'Sprout Social': 104, 'IFTTT': 90, 'Twitter for iPhone': 6}"
143,22474811,"{'TweetDeck': 148, 'Twitter for iPhone': 34, 'Twitter Web App': 15, 'Sprinklr': 3}"
144,253162254,"{'Twitter for iPhone': 168, 'Twitter Web App': 32}"
145,913028718377005056,"{'Twitter for iPhone': 45, 'Twitter Web Client': 21, 'Twitter Web App': 14, 'Tumblr': 11}"
146,2374652118,"{'erased994719': 192, 'Crowdfire Inc.': 5, 'Twitter for iPhone': 3}"
147,968714948,"{'Twitter for Android': 78, 'Twitter Web Client': 51, 'Hootsuite': 7, 'TuitGracioso Deck3': 4, 'Instagram': 2, 'Twitter for iPad': 2, 'TuitGracioso Deck2': 1, 'SoloParaDeckApp': 1}"
148,3853777899,"{'Twitter Web Client': 81, 'Api hootsuite 001': 53, 'Excelentes JM3': 6, 'Excelentes JM1': 5, 'Excelentes JM2': 4, 'Deck Vip 2015 DN2': 4, 'ttverdaderotuitero': 3, 'La vida es una tómbola': 3, 'Famous2': 2, 'SoloPitbullES3': 1, 'Twitter for iPhone': 1, 'Deck Vip 2015 DN1': 1, 'grow1': 1, 'Tweedeck 001 App HQ': 1, 'erased14432252': 1, 'Twitter Web App': 1, 'grow3': 1, 'Deck Zafiro 100K (2)': 1, 'erased15092371': 1}"
149,2920864913,"{'Twitter Web App': 35, 'Twitter Web Client': 30, 'Api hootsuite 001': 21, 'erased14617088': 9, 'App AlexaRobles': 5, 'Famous2': 5, 'Deck Vip 2015 DN1': 4, 'erased14445915': 3, 'erased15165205': 2, 'Watusi ': 2, 'Tweedeck 001 App HQ': 1, 'erased15092371': 1, 'erased14432252': 1, 'erased15092364': 1, 'Deck Rudos 25K (3)': 1, 'TWITEROS 0.1': 1, 'grow1': 1}"
150,356324165,{'SocialOomph': 200}
151,44908912,"{'Twitter for Advertisers': 171, 'Twitter Web App': 15, 'Twitter for iPhone': 7, 'Twitter Web Client': 5, 'Twitter Ads': 2}"
152,55284063,"{'Periscope': 145, 'TweetDeck': 51, 'Twitter Web App': 4}"
153,1045212613,{'Twitter Web Client': 1}
154,601341785,"{'Inbenta CM': 194, 'TweetDeck': 4, 'Twitter Web App': 2}"
155,17442457,"{'TweetDeck': 176, 'Twitter Media Studio': 16, 'Twitter Web App': 8}"
156,391639417,{'ClimaCordoba': 200}
157,21866534,"{'Twitter Web App': 107, 'Twitter for Advertisers': 61, 'Twitter for iPhone': 21, 'TweetDeck': 7, 'Twitter Web Client': 4}"
158,24180105,{'SocialReport.com': 200}
159,252828803,"{'TweetDeck': 93, 'Twitter for iPhone': 84, 'Twitter Web App': 23}"
160,187982680,"{'Twitter for Android': 93, 'Twitter Media Studio': 69, 'Twitter Web App': 38}"
161,18741652,"{'Colorado DOT CARS-TwitterFeed': 191, 'Twitter Web App': 6, 'TweetDeck': 3}"
162,15745674,"{'Hootsuite Inc.': 190, 'Twitter Web App': 10}"
163,21749564,"{'Tweetbot for iΟS': 188, 'Twitter for iPhone': 7}"
164,339659349,"{'Convalores': 197, 'dlvr.it': 2, 'Twitter Web App': 1}"
165,19940791,"{'Sprout Social': 132, 'Twitter Web App': 37, 'Twitter Media Studio': 23, 'Twitter for iPhone': 8}"
166,556122117,"{'Cantv Redes Sociales': 159, 'TweetDeck': 26, 'Twitter for Android': 9, 'Twitter Web App': 6}"
167,118509623,"{'Twitter Web Client': 199, 'Twitter Web App': 1}"
168,224495471,"{'TweetDeck': 192, 'Twitter Web App': 8}"
169,301112153,"{'Sprinklr': 178, 'Twitter Web App': 16, 'Twitter for iPhone': 6}"
170,3147202359,"{'Twitter for Advertisers': 107, 'Twitter Web Client': 56, 'Twitter Web App': 37}"
171,27109378,"{'smqueue': 199, 'Hootsuite Inc.': 1}"
172,236628153,"{'Twitter for iPhone': 198, 'Twitter Web App': 1, 'Twitter Web Client': 1}"
173,545409188,"{'IFTTT': 161, 'Google': 21, 'Twitter for iPhone': 8, 'Twitter Web Client': 6, 'Twitter Web App': 4}"
174,892501717,"{'Twitter for iPhone': 197, 'Instagram': 1}"
175,301655015,"{'Twitter Web App': 103, 'TweetDeck': 97}"
176,41077970,"{'Hootsuite': 143, 'Twitter Web Client': 49, 'Twitter for Windows Phone': 5, 'Twitter for iPhone': 1, 'Thunderclap': 1}"
177,63805938,"{'Hootsuite Inc.': 187, 'Twitter Web App': 11, 'DF portada tweet': 2}"
178,20525174,"{'Twitter Web Client': 111, 'Echofon': 88}"
179,121341903,{'dlvr.it': 200}
180,147370518,"{'Twitter for Android': 139, 'Twitter Web App': 46, 'TweetDeck': 7, 'Twitter for iPhone': 7, 'Twitter Web Client': 1}"
181,13657922,"{'SocialNewsDesk': 192, 'Twitter for iPhone': 6, 'Twitter Media Studio': 2}"
182,101258547,"{'Hootsuite Inc.': 164, 'Twitter for Android': 35, 'Twitter Web Client': 1}"
183,790017240733278208,{'Twitter Web Client': 2}
184,225906700,"{'Twitter for iPhone': 198, 'Twitter Web App': 1}"
185,15912508,"{'Twitter Web Client': 151, 'Twitter for Android': 33, 'SumAll': 15, 'WordPress.com': 1}"
186,70461418,"{'Twitter for iPhone': 179, 'Twitter Web App': 21}"
187,38833957,{'Twitter for iPhone': 200}
188,50069007,"{'Twitter Web App': 96, 'Twitter Media Studio': 47, 'Hootsuite Inc.': 33, 'Twitter for iPhone': 20, 'TweetDeck': 2, 'Twitter Web Client': 2}"
189,206287990,"{'Twitter for iPhone': 186, 'Twitter for iPad': 7, 'Twitter Web App': 6}"
190,262968243,"{'Twitter for Android': 187, 'Twitter Web App': 9}"
191,180848288,"{'キュー子bot 2.0beta (テスト中)': 113, 'キュー子bot support': 74, 'TweetDeck': 13}"
192,176755299,"{'Twitter Web App': 151, 'Twitter for iPhone': 16, 'Twitter Web Client': 15, 'Twitter for Advertisers': 15, 'Twitter for Android': 2, 'Twitter Media Studio': 1}"
193,25963876,"{'Twitter for iPhone': 198, 'SumAll': 2}"
194,139202541,"{'Dive Tweet': 101, 'OnlyWire / Official App': 79, 'Twitter Web Client': 19, 'Twitter Web App': 1}"
195,33602577,"{'Twitter Web App': 131, 'Twitter for iPhone': 37, 'TweetDeck': 19, 'Twitter for Android': 12, 'Periscope': 1}"
196,20332679,"{'Echobox Social': 195, 'Twitter for Android': 3, 'Twitter Web App': 2}"
197,124405878,"{'Twitter Web App': 121, 'Twitter Media Studio': 45, 'Twitter for iPhone': 19, 'penta.futbol': 15}"
198,1160306918,{'twittbot.net': 200}
199,592981251,{'Twitter for iPhone': 197}
200,47191725,"{'Salesforce - Social Studio': 190, 'Twitter Web App': 9, 'Twitter Ads': 1}"
201,2927879268,"{'Instagram': 198, 'TweetDeck': 2}"
202,1587497743,{'Instagram': 200}
203,19932359,"{'Twitter Web App': 190, 'Khoros': 7, 'Twitter for iPhone': 3}"
204,464656204,"{'Facebook': 151, 'Twitter Web App': 48, 'Twitter Web Client': 1}"
205,60817022,"{'Twitter Web App': 63, 'Twitter for Android': 62, 'TweetDeck': 47, 'Twitter for iPhone': 28}"
206,994111987,"{'Twitter Web Client': 193, 'TweetDeck': 7}"
207,1318284638,{'Twitter for iPhone': 200}
208,21418513,{'TweetDeck': 200}
209,47989062,"{'Twitter for iPhone': 179, 'Twitter for Android': 21}"
210,456792557,"{'TweetDeck': 132, 'Twitter Web App': 66, 'Hootsuite Inc.': 2}"
211,620977821,"{'SMM BCA': 198, 'Salesforce - Social Studio': 2}"
212,1882281708,"{'MeetEdgar': 145, 'Instagram': 45, 'Twitter for iPhone': 6, 'Twitter Web Client': 3, 'Twitter Web App': 1}"
213,331726637,{'Twitter for iPad': 169}
214,20972371,{'Twitter for iPhone': 200}
215,19524742,{'Twitter for iPhone': 197}
216,1710779965,{'Twitter for iPhone': 200}
217,381073791,"{'Twitter for iPhone': 182, 'Hootsuite Inc.': 18}"
218,543013426,"{'twittbot.net': 189, 'TweetDeck': 11}"
219,2819694403,{'Twitter for iPhone': 200}
220,490444549,{'Twitter for iPhone': 200}
221,116769784,{'Twitter for iPhone': 198}
222,16473793,"{'Twitter Web App': 134, 'Twitter for iPhone': 66}"
223,227799456,{'Twitter for iPhone': 200}
224,148326667,"{'twittbot.net': 161, 'Twitter Web Client': 24, 'Twitter Web App': 14, 'Twitter for Android': 1}"
225,2420683685,{'Twitter for iPhone': 198}
226,2977039535,{'IFTTT': 200}
227,205562604,"{'Hootsuite Inc.': 196, 'TweetDeck': 2, 'Twitter for Android': 2}"
228,768727279673499648,{'Twitter Web Client': 22}
229,399730544,"{'Twitter for iPhone': 112, 'Twitter Web App': 87, 'Twitter Web Client': 1}"
230,1016773517587537920,{'Twitter Web Client': 11}
231,2670321,"{'Sprout Social': 138, 'Twitter Web App': 61, 'Twitter for iPhone': 1}"
232,34895713,"{'Twitter Web App': 151, 'Twitter for Android': 28, 'Twitter Media Studio': 21}"
233,366075666,"{'Twitter for Android': 98, 'TweetDeck': 66, 'Twitter Web App': 36}"
234,321980982,{'Twitter for iPhone': 200}
235,401439271,{'Hootsuite': 150}
236,26239116,"{'Orlo': 168, 'Sprout Social': 14, 'Twitter Web App': 13, 'Twitter for Android': 3, 'Twitter for iPhone': 1, 'Twitter for Advertisers': 1}"
237,158906112,{'Twitter for iPhone': 200}
238,2886648994,"{'The Social Jukebox': 199, 'Twitter Web App': 1}"
239,27151820,"{'Twitter for iPhone': 60, 'erased5423693': 46, 'Twitter Web Client': 43, 'Twitter Web App': 13, 'Instagram': 13, 'IFTTT': 9, 'Twitter SMS': 7, 'Twitter Media Studio': 5, 'Buffer': 1, 'Chirp for Twitter watchOS': 1}"
240,464163488,{'Hootsuite Inc.': 200}
241,579380239,{'Twitter for iPhone': 200}
242,1371634332,"{'Twitter for Android': 83, 'Twitter Web Client': 57, 'Twitter for iPhone': 56, 'TweetDeck': 1}"
243,16667447,{'Hootsuite Inc.': 200}
244,791250175,"{'Twitter Web Client': 140, 'Twitter for iPhone': 51, 'Twitter for iPad': 9}"
245,52544027,{'Twitter for Android': 200}
246,17884125,{'Jornal de Negócios Post': 200}
247,31016461,"{'Twitter Web App': 191, 'TweetDeck': 9}"
248,39306847,"{'Twitter Web App': 187, 'Twitter for iPhone': 13}"
249,259613476,"{'The Social Jukebox': 173, 'Twitter for Android': 13, 'Twitter Web App': 11, 'Buffer': 3}"
250,403424204,"{'Twitter for iPhone': 196, 'Instagram': 3}"
251,101151129,"{'Twitter for iPhone': 113, 'Instagram': 77, 'Facebook': 9, 'InfluensterApp': 1}"
252,127973382,"{'Twitter for Android': 193, 'Twitter Web App': 7}"
253,27693717,"{'Twitter for iPhone': 192, 'Twitter Web App': 7}"
254,3249308366,"{'Twitter for iPhone': 177, 'Twitter for Android': 19}"
255,2206110948,"{'Twitter for iPhone': 124, 'Twitter Web App': 62, 'Twitter for Android': 9, 'Ask.fm': 1}"
256,1278808938,{'Twitter for iPhone': 200}
257,558652897,"{'twittbot.net': 154, 'Twitter Web Client': 22, 'Twitter for iPhone': 20, 'Twitter Web App': 3}"
258,69675579,"{'Twitter for Android': 196, 'Twitter Web App': 4}"
259,863262342,"{'Twitter for iPhone': 182, 'Twitter Web App': 1}"
260,4223529927,{'Twitter for iPhone': 197}
261,847113145,{'Twitter for Android': 200}
262,834228127,{'Twitter for iPhone': 200}
263,169696352,{'Twitter for iPhone': 200}
264,1604654779,{'Twitter for iPhone': 189}
265,162929585,"{'Twitter for iPhone': 106, 'تطبيق تدبُّر': 70, 'تطبيق قرآني': 4, 'تطبيق زاد المسلم': 2}"
266,2824210848,"{'Twitter Web App': 107, 'Twitter Web Client': 60, 'erased40502': 33}"
267,2278667285,"{'Twitter for Android': 193, 'Twitter Web App': 3}"
268,907152121,{'Twitter for iPhone': 200}
269,619465123,"{'IFTTT': 179, 'Twitter for Android': 20}"
270,20731304,"{'Adafruit Blog Feed': 106, 'Twitter Web App': 42, 'Twitter for iPhone': 14, 'Hootsuite Inc.': 13, 'Twitter for iPad': 10, 'Sprout Social': 8, 'learn.adafruit.com': 3, 'Periscope': 3, 'Restream.io': 1}"
271,413482537,{'AgoraPulse Manager': 200}
272,148360487,"{'Twitter for iPad': 101, 'Twitter Web App': 44, 'Twitter for iPhone': 41, 'Twitter Web Client': 13}"
273,569704121,"{'livedoor Blog': 104, 'ニコニコ動画ブロマガメディアプラン': 96}"
274,21271500,"{'Hootsuite Inc.': 154, 'Twitter Web App': 46}"
275,767184145,"{'adwaalwatan': 153, 'Twitter Web App': 35, 'Twitter for Android': 12}"
276,106098830,"{'Dynamic Tweets': 198, 'Twitter Web App': 2}"
277,174369819,"{'Twitter for iPhone': 147, 'Twitter Web App': 52, 'Twitter for Android': 1}"
278,793998876,{'TweetDeck': 200}
279,2235027028,"{'Instagram': 152, 'Twitter for iPhone': 48}"
280,483579235,"{'Revive Social App': 149, 'Tweet Old Post': 50, 'Twitter for iPhone': 1}"
281,307233876,{'twittbot.net': 200}
282,465521654,{'erased1534379': 200}
283,811563716,"{'Twitter for iPhone': 196, 'Twitter Web App': 1, 'Instagram': 1}"
284,1238305681,{'twittbot.net': 200}
285,1694047861,{'Twitter for iPhone': 200}
286,278561826,"{'Tweetbot for iΟS': 149, 'Twitter for iPhone': 50}"
287,2363967920,"{'WordPress.com': 187, 'TweetDeck': 13}"
288,332710234,"{'Twitter for iPhone': 196, 'Twitter for Android': 2}"
289,3306286357,"{'Twitter Web Client': 173, 'Twitter Web App': 27}"
290,14223809,"{'Twitter for iPhone': 133, 'Twitter Web Client': 34, 'Twitter Web App': 26, 'JetLovers': 6}"
291,32451329,"{'Hootsuite Inc.': 164, 'Twitter for iPhone': 15, 'Twitter Web App': 11, 'WordPress.com': 9, 'Twitter Web Client': 1}"
292,437622456,{'Twitter for iPhone': 180}
293,1336196760,{'Twitter for iPhone': 195}
294,386707036,"{'Twitter for Android': 128, 'Twitter Web App': 71, 'Twitter Web Client': 1}"
295,37372338,"{'Hootsuite Inc.': 199, 'Twitter Web Client': 1}"
296,327794846,{'Twitter for iPhone': 191}
297,227296786,"{'Twitter Web App': 86, 'Salesforce - Social Studio': 46, 'Twitter Web Client': 37, 'Twitter for iPhone': 15, 'Twitter Media Studio': 15, 'Hootsuite Inc.': 1}"
298,240889813,{'Twitter Web Client': 200}
299,826754628,"{'Twitter for Android': 158, 'aqrksa-app': 42}"
300,189560687,"{'arashical': 119, 'IFTTT': 79, 'Twitter for iPhone': 2}"
301,4110375555,{'Twitter for iPhone': 197}
302,112690339,"{'Twitter Web Client': 74, 'Twitter Web App': 52, 'Twitter for iPhone': 45, 'TweetDeck': 25, 'Twitter for Android': 4}"
303,115637932,"{'Twitter for iPhone': 102, 'Twitter Web Client': 62, 'Google': 14, 'Twitter Web App': 14, 'Instagram': 7, 'Referral Key': 1}"
304,423668324,{'تطبيق قرآني': 200}
305,943073006,{'Twitter for iPhone': 200}
306,55176518,"{'Twitter Web Client': 199, 'Twitter Web App': 1}"
307,1181493252,"{'NovaPress Publisher': 82, 'SMMplanner': 73, 'TweetDeck': 45}"
308,245823708,"{'Twitter Web App': 129, 'Twitter for iPhone': 70, 'Stilingue': 1}"
309,59055175,"{'Twitter for Android': 182, 'Twitter Web App': 10, 'TweetDeck': 8}"
310,2934423981,"{'Twitter for Android': 113, 'Twitter for iPhone': 84}"
311,2607096499,{'Twitter Web App': 200}
312,73420075,"{'WordPress.com': 192, 'Twitter Web App': 5, 'Twitter for iPhone': 3}"
313,40589808,"{'Echofon': 179, 'Instagram': 21}"
314,2780202108,{'Twitter for Android': 200}
315,398836690,"{'Twitter Web App': 179, 'Twitter for Advertisers': 21}"
316,36759246,"{'Instagram': 150, 'Twitter for iPhone': 44, 'WordPress.com': 6}"
