username,nFollowers,nFollowings,FollowersToFollowing,nLists,nFavs,nPosts,geo,location,url,description,verified,fav_tweets,fav_retweets,fav_replies,ret_tweets,ret_retweets,ret_replies,pop_fav_tweets,pop_fav_retweets,pop_fav_replies,pop_ret_tweets,pop_ret_retweets,pop_ret_replies,nPostMention,nPostQuote,nPostPlace,Tavg,labels
102069605,86673.0,732.0,118.40573770491804,297.0,144.0,47480.0,0,1,0,1,0,77.0,0.0,0.0,9.0,0.0,0.0,0.05259562841530055,,0.0008618793052872216,0.006147540983606557,0.2298924731182796,4.302693417591713e-05,0.0,0.0,0.0,9978297.0,1
223116969,98329.0,86426.0,1.1377247587531532,1554.0,0.0,177049.0,0,0,1,1,0,294.0,0.0,0.0,58.0,0.0,0.0,1.7008770508874647e-05,,0.0008618793052872216,3.3554717330432967e-06,0.2298924731182796,4.302693417591713e-05,0.0,0.0,0.0,1193.99,1
218697713,103507.0,94620.0,1.0939230606637074,1741.0,7473.0,313104.0,1,1,1,1,0,63.0,0.0,2.0,68.0,73947.0,0.0,5.28429507503699e-06,0.0,4.227436060029592e-06,5.703683573055799e-06,0.011326312113442328,0.0,148.0,0.0,0.0,4385.475,1
547977614,109160.0,85907.0,1.270676429161768,435.0,184.0,441097.0,0,0,1,1,0,42.0,0.0,0.0,13.0,0.0,0.0,2.444503940307542e-06,,0.0008618793052872216,7.566321719999534e-07,0.2298924731182796,4.302693417591713e-05,75.0,0.0,0.0,567.98,1
73725383,95222.0,104312.0,0.9128575811028452,1890.0,50.0,98892.0,1,0,1,1,0,12.0,0.0,0.0,56.0,1265.0,0.0,1.0458136081266686e-05,0.0,0.0008618793052872216,4.880463504591122e-05,6.41644460188827e-05,4.302693417591713e-05,189.0,2.0,0.0,18198.145,1
55432787,130767.0,16885.0,7.744566183002665,1095.0,2333.0,90697.0,1,1,1,1,1,1797.0,0.0,4.0,683.0,127.0,2.0,0.0006260342455015762,0.0,7.896555127825486e-05,0.0002379417861310944,0.00027857291700939907,3.948277563912743e-05,33.0,14.0,0.0,7713.29,1
2257879993,102505.0,26.0,3942.5,122.0,93.0,52522.0,0,0,0,1,0,2889.0,0.0,0.0,504.0,0.0,0.0,0.5555769230769231,,0.0008618793052872216,0.09692307692307693,0.2298924731182796,4.302693417591713e-05,0.0,0.0,0.0,6210.0,1
4307623643,71.0,3.0,23.66666666666667,0.0,4.0,19.0,0,0,1,1,0,62.0,0.0,0.0,145.0,0.0,1.0,1.2916666666666667,,0.0,3.020833333333333,0.2298924731182796,0.16666666666666666,4.0,0.0,0.0,738851.3333333335,1
59329469,116649.0,2.0,58324.5,8564.0,0.0,68982.0,0,1,1,1,0,3479.0,0.0,0.0,6631.0,0.0,0.0,8.6975,,0.0008618793052872216,16.5775,0.2298924731182796,4.302693417591713e-05,0.0,0.0,0.0,15504.0,1
581662807,24819.0,9532.0,2.6037557700377683,55.0,25.0,129559.0,0,1,1,1,0,8.0,0.0,0.0,3.0,0.0,0.0,4.1963911036508624e-06,,0.0008618793052872216,1.5736466638690726e-06,0.2298924731182796,4.302693417591713e-05,17.0,2.0,0.0,34269.035,1
224084191,85590.0,82500.0,1.0374545454545454,196.0,289.0,156250.0,0,1,1,1,0,268.0,0.0,0.0,73.0,0.0,0.0,1.6324044464747986e-05,,0.0,4.446474798233592e-06,0.2298924731182796,0.0,4.0,0.0,0.0,7314.71,1
1243573092,70367.0,1086.0,64.79465930018415,327.0,15523.0,80976.0,0,1,1,1,0,1123.0,0.0,271.0,137.0,529605.0,26.0,0.02522121906301936,0.0,0.006931655412318396,0.003076853972959619,4.030295420300443,0.0006650296705545324,158.0,21.0,0.0,87923.46464646465,1
1701373465,126541.0,147028.0,0.8606591941670975,106.0,7473.0,162306.0,0,1,0,1,0,0.0,0.0,0.0,0.0,131501.0,0.0,0.003687792881367562,0.0,0.0008618793052872216,0.0011665307601703362,0.004732244788560593,4.302693417591713e-05,186.0,0.0,0.0,8797.460317460318,1
3151691953,30811.0,350.0,88.03142857142859,30.0,80972.0,113080.0,1,1,1,1,0,90.0,0.0,60.0,6.0,2873.0,1.0,0.0069498069498069494,0.0,0.0011661807580174927,0.0004633204633204634,0.5472380952380952,1.9436345966958205e-05,168.0,14.0,0.0,395.15577889447235,1
1401891498,75471.0,1789.0,42.18613750698713,35.0,82.0,39982.0,1,1,1,1,0,120.0,0.0,4.0,55.0,730.0,0.0,0.0004065247217846435,0.0,0.00010647076046740665,0.00018632383081796159,0.03138839919164123,0.0,36.0,0.0,0.0,53274.447236180895,1
564631124,114431.0,2200.0,52.01409090909091,629.0,4381.0,67927.0,1,1,1,1,0,4059.0,0.0,0.0,344.0,5476.0,0.0,0.01845,0.0,0.0008618793052872216,0.0015636363636363634,0.02489090909090909,4.302693417591713e-05,100.0,1.0,0.0,6450.23,1
1570434660,43483.0,110.0,395.3,45.0,30.0,27670.0,0,1,1,1,0,186.0,0.0,21.0,65.0,1815.0,4.0,0.012164813603662523,0.0,0.0037433155080213907,0.004251144538914323,8.25,0.0007130124777183598,25.0,0.0,0.0,39354.302083333336,1
2869378818,92165.0,101269.0,0.9101008205867541,720.0,5541.0,450568.0,1,0,0,1,0,0.0,0.0,0.0,0.0,6009.0,0.0,0.003687792881367562,0.0,0.0008618793052872216,0.0011665307601703362,0.00030120311320409984,4.302693417591713e-05,194.0,4.0,0.0,186901.3197969543,1
3476878998,70981.0,10035.0,7.073343298455407,270.0,24638.0,204692.0,0,1,0,1,0,24.0,0.0,0.0,94.0,24930.0,2.0,0.0003986048829098156,0.0,0.0,0.0015612024580634446,0.015056393531729852,1.2456402590931735e-05,181.0,0.0,0.0,7319.379679144385,1
575704180,86244.0,53741.0,1.604808246962282,133.0,773.0,107250.0,0,1,0,1,0,12.0,0.0,0.0,2.0,15504.0,0.0,1.860776688189651e-05,0.0,0.0008618793052872216,3.101294480316084e-06,0.0015345469028559757,4.302693417591713e-05,188.0,1.0,0.0,47952.96,1
844779426260791296,488.0,1.0,488.0,11.0,0.0,1.0,0,0,0,1,0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,,0.0008618793052872216,4.0,0.2298924731182796,4.302693417591713e-05,1.0,0.0,0.0,13138.243750000001,1
1068343760,122671.0,128820.0,0.9522667287688248,221.0,8576.0,87098.0,1,1,1,1,0,2845.0,0.0,0.0,1014.0,513164.0,0.0,0.00046010583242767685,0.0,0.0,0.00016398851110076076,0.028454099851398414,0.0,136.0,0.0,2.0,83033.42487046633,1
14897840,159385.0,1097.0,145.29170464904288,2899.0,5528.0,337031.0,1,1,1,1,1,172.0,0.0,0.0,210.0,12543.0,0.0,0.002613187481008812,0.0,0.0,0.0031905195989061076,0.08225835011115994,0.0,146.0,28.0,0.0,843.475,1
218488955,274485.0,301.0,911.9102990033224,531.0,2005.0,328970.0,1,1,1,1,1,479.0,0.0,70.0,127.0,342.0,28.0,0.013959316896893396,0.0,0.003370407819346141,0.003701113248236871,0.06683603674027751,0.0013481631277384564,60.0,0.0,0.0,696.33,1
44446850,211637.0,112.0,1889.616071428572,506.0,1627.0,142104.0,1,1,1,1,1,1337.0,0.0,34.0,205.0,0.0,6.0,0.06559065934065934,,0.016865079365079364,0.01005690737833595,0.2298924731182796,0.002976190476190476,3.0,0.0,0.0,3139.285,1
183948528,246740.0,1724.0,143.12064965197212,178.0,8514.0,614956.0,1,1,1,1,1,7737.0,0.0,316.0,776.0,286418.0,17.0,0.0498646558391338,0.0,0.003594013011236977,0.005001288992008249,2.815859845058791,0.0001933488012374323,120.0,74.0,3.0,14310.125,1
562540682,142038.0,6.0,23673.0,21.0,3.0,692808.0,1,1,1,1,0,1441.0,0.0,14.0,330.0,0.0,1.0,1.2068676716917923,,2.333333333333333,0.2763819095477387,0.2298924731182796,0.16666666666666666,2.0,0.0,0.0,295701.32,1
321000402,137330.0,1722.0,79.75029036004645,289.0,1321.0,104676.0,1,1,0,1,0,1.0,0.0,0.0,3.0,114915.0,0.0,0.0005807200929152149,0.0,0.0008618793052872216,0.0017421602787456446,0.34047678304771384,4.302693417591713e-05,195.0,3.0,0.0,27834.82233502538,1
3023174739,659674.0,305.0,2162.865573770492,2225.0,112695.0,42659.0,0,1,1,1,1,64728.0,0.0,0.0,4183.0,29777.0,0.0,5.735755427558706,0.0,0.0008618793052872216,0.3706690296854231,0.5989540380166951,4.302693417591713e-05,165.0,8.0,0.0,4719.29,1
373490841,247454.0,5139.0,48.15216968281767,3378.0,2935.0,141073.0,0,1,1,1,1,1485.0,0.0,0.0,1544.0,283.0,0.0,0.001852350801562711,0.0,0.0008618793052872216,0.0019259458839143608,0.0012515699906242813,4.302693417591713e-05,62.0,0.0,0.0,2023.395,1
590316679,131824.0,5513.0,23.91148195175041,2901.0,328.0,196567.0,0,0,1,1,1,2505.0,0.0,2.0,826.0,65.0,3.0,0.002318268138018857,0.0,0.0003627788862688192,0.0007644269389235832,0.003930104601245541,0.0005441683294032287,71.0,0.0,0.0,1301.585,1
178118507,93768.0,17176.0,5.4592454587796935,34.0,25.0,67663.0,0,1,0,1,0,0.0,0.0,4.0,0.0,211175.0,0.0,0.003687792881367562,0.0,1.552553951249806e-05,0.0011665307601703362,0.06645822580848197,0.0,196.0,7.0,0.0,58573.7,1
96198639,17040.0,555.0,30.702702702702695,100.0,27793.0,229106.0,1,1,0,1,0,15.0,0.0,24.0,16.0,148137.0,2.0,0.0010395010395010393,0.0,0.0007089056269384139,0.001108801108801109,2.362066491270031,5.9075468911534485e-05,172.0,12.0,0.0,1305.405,1
2155965720,31900.0,0.0,25.984380119274057,224.0,19353.0,225509.0,0,1,1,1,0,96.0,0.0,13.0,24.0,1484.0,0.0,0.003687792881367562,,0.0008618793052872216,0.0011665307601703362,0.2298924731182796,4.302693417591713e-05,101.0,5.0,0.0,196985.1256281407,1
2438311802,73669.0,84191.0,0.8750222707890392,47.0,137.0,17429.0,0,0,0,1,0,165.0,0.0,3.0,672.0,11413.0,0.0,0.00017816631231366774,0.0,1.1877754154244514e-05,0.0007256227992411198,0.0033890202040598163,0.0,36.0,0.0,0.0,1544679.7777777778,1
30618215,116709.0,0.0,25.984380119274057,1614.0,34.0,21573.0,0,0,0,1,1,36981.0,0.0,24.0,5213.0,75.0,1.0,0.003687792881367562,,0.0008618793052872216,0.0011665307601703362,0.2298924731182796,4.302693417591713e-05,51.0,0.0,0.0,341498.025,1
49536214,101075.0,2013.0,50.21112767014407,591.0,2674.0,174905.0,1,1,1,1,0,15.0,0.0,15.0,8.0,80054.0,3.0,4.5160998961297026e-05,0.0,0.0008279516476237787,2.4085866112691746e-05,1.529557873820169,0.00016559032952475575,36.0,9.0,0.0,1940.86,1
513112719,87669.0,70987.0,1.2350007747897502,107.0,853.0,96870.0,1,1,0,1,0,1737.0,0.0,0.0,293.0,572.0,0.0,0.00014478857408928032,0.0,0.0008618793052872216,2.442317340711521e-05,0.00025992946459528943,4.302693417591713e-05,31.0,0.0,0.0,208052.23,1
19622847,112078.0,3062.0,36.602873938602215,1497.0,3529.0,22865.0,1,1,1,1,1,918.0,0.0,2.0,418.0,179.0,0.0,0.0016118497292513855,0.0,0.0006531678641410843,0.0007339359333628313,0.0044968095262020785,0.0,57.0,2.0,0.0,21228.0,1
927351564,136318.0,0.0,25.984380119274057,263.0,178.0,376443.0,0,1,1,1,1,783.0,0.0,0.0,139.0,0.0,0.0,0.003687792881367562,,0.0008618793052872216,0.0011665307601703362,0.2298924731182796,4.302693417591713e-05,11.0,0.0,0.0,829.445,1
144666448,87205.0,71.0,1228.2394366197184,502.0,45.0,70133.0,0,1,1,1,0,2418.0,0.0,1.0,680.0,4.0,0.0,0.17287481232573104,0.0,0.007042253521126761,0.048616572531636516,0.056338028169014086,0.0,8.0,0.0,0.0,539359.765,1
251967200,52136.0,39486.0,1.3203667122524438,389.0,15811.0,161774.0,0,1,1,1,0,6587.0,0.0,0.0,803.0,0.0,0.0,0.0008340930962872918,,0.0008618793052872216,0.00010168160867142784,0.2298924731182796,4.302693417591713e-05,104.0,0.0,0.0,13058.335,1
244628228,122202.0,2278.0,53.644424934152774,300.0,4.0,185726.0,0,1,1,1,0,3104.0,0.0,0.0,672.0,333.0,0.0,0.009332868293504276,0.0,0.0008618793052872216,0.0020205178779751525,0.0027070529704419084,4.302693417591713e-05,62.0,0.0,0.0,1023.0,1
119166791,165671.0,541.0,306.23105360443617,2683.0,2042.0,222148.0,0,1,1,1,1,153.0,0.0,74.0,36.0,0.0,24.0,0.1414048059149723,,0.0006908269385164027,0.033271719038817,0.2298924731182796,0.00022405198005937378,198.0,0.0,0.0,893.435,1
610628629,68238.0,1777.0,38.40067529544176,46.0,2247.0,11468.0,0,0,1,1,0,1355.0,0.0,66.0,1040.0,707699.0,55.0,0.009531513787281936,0.0,0.002184779370386309,0.00731570061902082,4.282311011067344,0.0018206494753219239,112.0,5.0,0.0,89508.65789473684,1
636533974,111058.0,25470.0,4.3603455045151165,863.0,12404.0,79059.0,0,1,1,1,0,748.0,0.0,55.0,118.0,3173.0,6.0,0.0012236618243685385,0.0,7.997789701755153e-05,0.00019303756052872656,0.0009160142266565047,8.724861492823801e-06,167.0,10.0,0.0,29577.470588235294,1
866373247,85866.0,8.0,10733.25,88.0,15.0,49.0,1,0,1,1,0,443.0,0.0,0.0,213.0,5.0,0.0,1.4572368421052633,0.0,0.0,0.7006578947368421,0.3125,0.0,5.0,0.0,0.0,204947.95348837206,1
233522143,78080.0,61280.0,1.2741514360313315,1062.0,1.0,785225.0,0,1,0,1,0,205.0,0.0,0.0,163.0,0.0,0.0,1.6726501305483025e-05,,0.0008618793052872216,1.3299608355091384e-05,0.2298924731182796,4.302693417591713e-05,0.0,0.0,0.0,657.475,1
766852874,22825.0,6798.0,3.3576051779935274,101.0,837.0,37604.0,0,1,1,1,0,5.0,0.0,2.0,2.0,0.0,0.0,3.714699213375295e-06,,0.00014710208884966165,1.485879685350118e-06,0.2298924731182796,0.0,4.0,0.0,0.0,149916.455,1
184827671,123661.0,4371.0,28.291237703042786,445.0,815.0,260899.0,1,1,1,1,0,278.0,0.0,0.0,37.0,26.0,0.0,0.00031960304841526324,0.0,0.0008618793052872216,4.2537096371815614e-05,0.005948295584534431,4.302693417591713e-05,20.0,0.0,0.0,7155.025,1
1569837337,63425.0,119.0,532.9831932773109,237.0,10775.0,92858.0,1,1,1,1,0,59.0,0.0,19.0,74.0,11164.0,16.0,0.013399954576425165,0.0,0.07983193277310924,0.01680672268907563,0.5827026462759017,0.06722689075630252,164.0,35.0,34.0,14107.51,1
1058832738,19749.0,219.0,90.17808219178082,27.0,1.0,244935.0,0,0,1,1,0,5.0,0.0,0.0,1.0,0.0,0.0,0.00011415525114155252,,0.0008618793052872216,2.2831050228310503e-05,0.2298924731182796,4.302693417591713e-05,0.0,0.0,0.0,2123.105,1
120816414,109733.0,11.0,9975.727272727272,1217.0,2.0,102782.0,0,1,1,1,0,1120.0,0.0,0.0,178.0,0.0,0.0,0.509090909090909,,0.0008618793052872216,0.08090909090909093,0.2298924731182796,4.302693417591713e-05,0.0,0.0,0.0,3916.195,1
551507402,78416.0,26210.0,2.991835177413201,173.0,252.0,82547.0,1,1,1,1,0,7.0,0.0,0.0,1.0,0.0,0.0,1.3353681800839377e-06,,0.0008618793052872216,1.907668828691339e-07,0.2298924731182796,4.302693417591713e-05,0.0,0.0,0.0,15050.65,1
310333445,103267.0,107638.0,0.9593916646537468,142.0,28322.0,158909.0,0,1,0,1,0,0.0,0.0,0.0,0.0,8915.0,0.0,0.003687792881367562,0.0,0.0008618793052872216,0.0011665307601703362,0.00041411954885821003,4.302693417591713e-05,200.0,30.0,0.0,510.79,1
2302620180,186476.0,4.0,46619.0,967.0,0.0,88828.0,0,0,1,1,0,560.0,0.0,0.0,229.0,0.0,0.0,0.7,,0.0008618793052872216,0.28625,0.2298924731182796,4.302693417591713e-05,0.0,0.0,0.0,1691.295,1
456124980,98901.0,54886.0,1.8019349196516417,300.0,2.0,186799.0,0,1,0,1,0,218.0,0.0,0.0,40.0,0.0,0.0,1.985934482381664e-05,,0.0008618793052872216,3.6439164814342453e-06,0.2298924731182796,4.302693417591713e-05,8.0,0.0,0.0,145867.525,1
220785771,210093.0,16461.0,12.763076362310915,723.0,255.0,60321.0,1,1,1,1,1,8530.0,0.0,4.0,2554.0,1012.0,0.0,0.003782441754609546,0.0,6.0749650689508545e-05,0.0011325153858467506,0.0010420109575895364,0.0,65.0,86.0,0.0,3549.48,1
283824663,89956.0,59120.0,1.5215832205683355,1415.0,7897.0,35952.0,1,1,0,1,0,3617.0,0.0,3.0,1079.0,397536.0,0.0,0.000353645372984896,0.0,8.457374830852504e-06,0.0001054971958669347,0.3202010438816934,0.0,34.0,18.0,0.0,313091.145,1
545526535,84428.0,76766.0,1.0998098116353594,642.0,355.0,929136.0,0,1,1,1,0,694.0,0.0,0.0,573.0,0.0,0.0,4.5202303102936215e-05,,0.0008618793052872216,3.732120991063753e-05,0.2298924731182796,4.302693417591713e-05,2.0,0.0,0.0,163689.485,1
815679446,203542.0,73933.0,2.7530602031569122,434.0,1525.0,214989.0,0,1,1,1,1,45.0,0.0,1.0,87.0,4.0,0.0,3.1536745669952263e-06,0.0,2.7051519619114605e-06,6.097104162857436e-06,2.7051519619114605e-05,0.0,7.0,1.0,0.0,860.84,1
35293850,110938.0,101964.0,1.0880114550233415,1710.0,2.0,197644.0,0,0,1,1,0,536.0,0.0,0.0,164.0,0.0,0.0,2.6283786434427843e-05,,0.0008618793052872216,8.042054058295084e-06,0.2298924731182796,4.302693417591713e-05,1.0,0.0,0.0,27581.735,1
716433889,114945.0,117175.0,0.9809686366545765,75.0,71.0,32887.0,0,1,0,1,0,0.0,0.0,0.0,0.0,18416.0,0.0,0.0,0.0,0.0008618793052872216,0.0,0.07858331555365906,4.302693417591713e-05,2.0,0.0,0.0,16902825.666666668,1
383151753,87327.0,93174.0,0.9372464421405112,108.0,387.0,91119.0,0,0,0,1,0,0.0,0.0,0.0,0.0,733755.0,0.0,0.0,0.0,0.0,0.0,0.05507066183864432,0.0,132.0,1.0,0.0,739745.4068965517,1
108456596,82245.0,60423.0,1.3611538652499875,671.0,10937.0,62556.0,0,1,0,1,0,0.0,0.0,0.0,0.0,36890.0,0.0,0.0,0.0,0.0,0.0,0.00323031271511155,0.0,191.0,13.0,0.0,2158.3,1
622143,190465.0,235.0,810.4893617021277,1172.0,11084.0,158723.0,1,1,1,1,1,1184.0,0.0,0.0,403.0,223.0,0.0,0.028790273556231007,0.0,0.0008618793052872216,0.009799392097264438,0.03795744680851064,4.302693417591713e-05,91.0,1.0,0.0,2241.575,1
14154272,128400.0,17091.0,7.512725996138317,1751.0,3157.0,32089.0,1,1,1,1,1,553.0,0.0,553.0,221.0,41.0,6.0,0.0011157314093523717,0.0,0.0001914568690604661,0.0004458890442438953,0.0011994617049909304,2.077289718558403e-06,192.0,1.0,0.0,9438.36,1
20745274,197275.0,8664.0,22.769506001846718,2278.0,6658.0,87953.0,0,1,1,1,1,26520.0,0.0,3.0,6256.0,6349.0,0.0,0.019496444765954444,0.0,0.00034626038781163435,0.004599161329404638,0.01744767620806402,0.0,71.0,5.0,0.0,3903.965,1
14591141,247195.0,11.0,22472.272727272728,485.0,21.0,248664.0,1,1,1,1,0,836.0,0.0,0.0,67.0,16.0,0.0,0.3838383838383839,0.0,0.0008618793052872216,0.03076216712580349,0.7272727272727273,4.302693417591713e-05,3.0,0.0,0.0,167033.13,1
837316817324556289,196.0,7.0,28.0,5.0,1.0,6.0,0,0,0,1,0,111.0,0.0,1.0,87.0,1849.0,0.0,7.928571428571429,0.0,0.14285714285714285,6.2142857142857135,88.04761904761904,0.0,4.0,0.0,0.0,1851091.0,1
129112241,93654.0,1864.0,50.243562231759654,257.0,103.0,64682.0,0,1,0,1,0,353.0,0.0,0.0,67.0,8253.0,0.0,0.037875536480686686,0.0,0.0008618793052872216,0.0071888412017167376,1.4758583690987124,4.302693417591713e-05,3.0,2.0,0.0,12756520.75,1
135300500,335236.0,88.0,3809.5,1125.0,815.0,21614.0,1,0,1,1,1,2429.0,0.0,50.0,788.0,92.0,15.0,0.15001235177865613,0.0,0.09469696969696972,0.048666007905138337,0.10454545454545454,0.028409090909090905,27.0,0.0,1.0,14076.755,1
4497835955,40951.0,1393.0,29.397702799712853,6.0,3673.0,30842.0,0,1,0,1,0,22.0,0.0,0.0,0.0,2833.0,0.0,8.225652069873175e-05,0.0,0.0008618793052872216,0.0,0.2542175161521895,4.302693417591713e-05,4.0,0.0,0.0,398328.63,1
18708066,106968.0,6403.0,16.705919100421678,1964.0,5389.0,62460.0,1,1,1,1,0,839.0,0.0,63.0,277.0,19509.0,1.0,0.001007940989199774,0.0,0.00015617679212868969,0.0003327767032280541,0.5078088396064345,2.478996700455392e-06,106.0,0.0,0.0,28591.00502512563,1
311321484,115909.0,404.0,286.90346534653463,311.0,248.0,124477.0,1,0,0,1,0,214.0,0.0,3.0,129.0,23489.0,1.0,0.00615933686391895,0.0,0.0003228583727938011,0.003712871287128713,0.646012101210121,0.00010761945759793372,117.0,2.0,0.0,15608.904522613066,1
86896038,122858.0,348.0,353.0402298850575,853.0,71.0,274825.0,1,1,1,1,0,112.0,0.0,0.0,78.0,2525.0,0.0,0.0025954764553207266,0.0,0.0008618793052872216,0.0018075639599555054,0.09547035692679977,4.302693417591713e-05,93.0,4.0,11.0,3485.565,1
235138018,116494.0,10559.0,11.032673548631498,301.0,7722.0,27403.0,1,1,1,1,1,11.0,0.0,21.0,0.0,0.0,0.0,0.00017362755311424693,,1.0251673707776533e-05,0.0,0.2298924731182796,0.0,199.0,0.0,0.0,2312.765,1
24100116,92240.0,98204.0,0.939269276200562,3312.0,902.0,123712.0,1,1,1,1,0,51.0,0.0,655.0,11.0,291940.0,82.0,4.555501008641517e-06,0.0,0.00033348947089731584,9.825590410795426e-07,0.04718716400521622,4.174982689096167e-05,136.0,34.0,6.0,62615.634517766506,1
